,Outcome,HomeTeam,AwayTeam,HomeScores,AwayScores,Date,Month,Year,HomeHalfScores,HomeScrums,HomePenalties,AwayHalfScores,AwayScrums,AwayPenalties
1837,win,Sydney,Penrith,32,12,19/07/2015,7,2014,18,6,6,0,3,9
1838,loose,Newcastle,Gold Coast Titans,8,22,20/07/2015,7,2014,0,5,8,12,13,3
1839,win,Wests Tigers,Canterbury,46,18,20/07/2015,7,2014,16,6,8,18,1,4
1840,loose,St George Illawarra,Manly Warringah,12,21,21/07/2015,7,2014,8,4,9,10,7,7
1841,loose,Brisbane,Melbourne,8,30,25/07/2015,7,2014,4,5,8,12,6,5
1842,win,Newcastle,Sydney,16,12,25/07/2015,7,2014,0,4,8,6,4,4
1843,loose,Canterbury,North Queensland,12,20,26/07/2015,7,2014,6,5,8,12,6,4
1844,loose,Gold Coast Titans,Parramatta,18,24,26/07/2015,7,2014,8,8,4,6,7,5
1845,loose,Penrith,Cronulla,16,18,26/07/2015,7,2014,10,4,5,14,5,5
1846,loose,Warriors,Manly Warringah,12,22,27/07/2015,7,2014,6,6,7,10,7,6
1847,loose,Wests Tigers,St George Illawarra,12,28,27/07/2015,7,2014,0,7,6,22,7,5
1848,loose,Canberra,South Sydney,18,34,28/07/2015,7,2014,2,4,7,12,8,7
1849,loose,Canterbury,Penrith,16,22,1/08/2015,8,2014,0,7,9,6,11,5
1850,win,Manly Warringah,Brisbane,16,4,1/08/2015,8,2014,4,9,8,4,4,8
1851,loose,Cronulla,Parramatta,12,32,2/08/2015,8,2014,6,3,9,10,8,6
1852,win,North Queensland,Gold Coast Titans,28,8,2/08/2015,8,2014,12,4,11,8,4,9
1853,win,Sydney,St George Illawarra,30,22,2/08/2015,8,2014,12,3,3,10,6,7
1854,loose,Canberra,Warriors,18,54,3/08/2015,8,2014,0,5,3,28,9,4
1855,win,South Sydney,Newcastle,50,10,3/08/2015,8,2014,26,1,5,0,7,6
1856,loose,Wests Tigers,Melbourne,6,28,4/08/2015,8,2014,6,5,12,18,10,8
1857,win,Brisbane,Canterbury,41,10,8/08/2015,8,2014,20,5,12,6,3,6
1858,win,South Sydney,Manly Warringah,23,4,8/08/2015,8,2014,12,3,7,4,8,5
1859,win,Newcastle,Melbourne,32,30,9/08/2015,8,2014,10,3,11,16,5,3
1860,win,North Queensland,Wests Tigers,64,6,9/08/2015,8,2014,32,6,6,0,6,5
1861,win,Parramatta,Canberra,18,10,9/08/2015,8,2014,6,9,10,10,8,8
1862,loose,St George Illawarra,Penrith,4,16,10/08/2015,8,2014,4,9,8,6,9,6
1863,win,Warriors,Cronulla,16,12,10/08/2015,8,2014,16,5,8,6,5,4
1864,win,Sydney,Gold Coast Titans,26,18,11/08/2015,8,2014,16,7,7,18,6,3
1865,win,South Sydney,Brisbane,42,16,14/08/2015,8,2014,24,2,3,6,7,2
1866,loose,Parramatta,Canterbury,16,18,15/08/2015,8,2014,10,3,4,18,7,5
1867,loose,Canberra,St George Illawarra,16,34,16/08/2015,8,2014,12,3,2,10,10,5
1868,win,Melbourne,Cronulla,48,6,16/08/2015,8,2014,30,2,7,0,7,9
1869,loose,Wests Tigers,Sydney,4,48,16/08/2015,8,2014,0,4,4,8,3,5
1870,loose,Gold Coast Titans,Manly Warringah,12,15,17/08/2015,8,2014,6,9,10,6,6,4
1871,win,Newcastle,Warriors,28,22,17/08/2015,8,2014,14,8,9,10,5,5
1872,win,Penrith,North Queensland,23,22,18/08/2015,8,2014,16,6,6,12,5,5
1873,win,Canterbury,Wests Tigers,30,10,21/08/2015,8,2014,24,9,7,0,6,4
1874,win,Parramatta,Manly Warringah,22,12,22/08/2015,8,2014,0,6,7,12,5,8
1875,win,Brisbane,Newcastle,48,6,23/08/2015,8,2014,14,5,6,0,6,6
1876,loose,South Sydney,North Queensland,10,22,23/08/2015,8,2014,0,5,9,16,4,7
1877,loose,Cronulla,Canberra,12,22,24/08/2015,8,2014,6,7,7,0,8,7
1878,win,St George Illawarra,Gold Coast Titans,34,6,24/08/2015,8,2014,16,7,5,0,9,7
1879,loose,Warriors,Sydney,12,46,24/08/2015,8,2014,6,7,11,16,5,4
1880,loose,Penrith,Melbourne,,,25/08/2015,8,2014,,,,,,
1881,loose,Canterbury,South Sydney,,,28/08/2015,8,2014,,,,,,
1882,win,Brisbane,St George Illawarra,,,29/08/2015,8,2014,,,,,,
1883,win,Canberra,Wests Tigers,,,30/08/2015,8,2014,,,,,,
1884,win,Newcastle,Parramatta,,,30/08/2015,8,2014,,,,,,
1885,win,Sydney,Melbourne,,,30/08/2015,8,2014,,,,,,
1886,win,Manly Warringah,Penrith,,,31/08/2015,8,2014,,,,,,
1887,win,Warriors,Gold Coast Titans,,,31/08/2015,8,2014,,,,,,
1888,win,North Queensland,Cronulla,,,1/09/2015,9,2014,,,,,,
1889,win,Sydney,South Sydney,,,4/09/2015,9,2014,,,,,,
1890,win,Melbourne,Brisbane,,,5/09/2015,9,2014,,,,,,
1891,win,Canberra,Parramatta,,,6/09/2015,9,2014,,,,,,
1892,win,North Queensland,Manly Warringah,,,6/09/2015,9,2014,,,,,,
1893,win,Wests Tigers,Cronulla,,,6/09/2015,9,2014,,,,,,
1894,win,Gold Coast Titans,Canterbury,,,7/09/2015,9,2014,,,,,,
1895,win,Newcastle,St George Illawarra,,,7/09/2015,9,2014,,,,,,
1896,win,Penrith,Warriors,,,7/09/2015,9,2014,,,,,,
1897,loose,Brisbane,South Sydney,,,5/03/2015,3,2015,,,,,,
1898,win,Parramatta,Manly Warringah,,,6/03/2015,3,2015,,,,,,
1899,loose,Gold Coast Titans,Wests Tigers,,,7/03/2015,3,2015,,,,,,
1900,win,Newcastle,Warriors,,,7/03/2015,3,2015,,,,,,
1901,loose,North Queensland,Sydney,,,7/03/2015,3,2015,,,,,,
1902,loose,Cronulla,Canberra,,,8/03/2015,3,2015,,,,,,
1903,win,Penrith,Canterbury,,,8/03/2015,3,2015,,,,,,
1904,loose,St George Illawarra,Melbourne,,,9/03/2015,3,2015,,,,,,
1905,win,Canterbury,Parramatta,,,13/03/2015,3,2015,,,,,,
1906,loose,Cronulla,Brisbane,,,13/03/2015,3,2015,,,,,,
1907,win,Manly Warringah,Melbourne,,,14/03/2015,3,2015,,,,,,
1908,loose,North Queensland,Newcastle,,,14/03/2015,3,2015,,,,,,
1909,win,Penrith,Gold Coast Titans,,,14/03/2015,3,2015,,,,,,
1910,loose,Canberra,Warriors,,,15/03/2015,3,2015,,,,,,
1911,win,South Sydney,Sydney,,,15/03/2015,3,2015,,,,,,
1912,win,Wests Tigers,St George Illawarra,,,16/03/2015,3,2015,,,,,,
1913,win,Brisbane,North Queensland,,,20/03/2015,3,2015,,,,,,
1914,loose,Manly Warringah,Canterbury,,,20/03/2015,3,2015,,,,,,
1915,loose,Canberra,St George Illawarra,,,21/03/2015,3,2015,,,,,,
1916,win,Melbourne,Cronulla,,,21/03/2015,3,2015,,,,,,
1917,win,Warriors,Parramatta,,,21/03/2015,3,2015,,,,,,
1918,loose,Gold Coast Titans,Newcastle,,,22/03/2015,3,2015,,,,,,
1919,win,South Sydney,Wests Tigers,,,22/03/2015,3,2015,,,,,,
1920,win,Sydney,Penrith,,,23/03/2015,3,2015,,,,,,
1921,win,Parramatta,South Sydney,,,27/03/2015,3,2015,,,,,,
1922,loose,Wests Tigers,Canterbury,,,27/03/2015,3,2015,,,,,,
1923,loose,Cronulla,Gold Coast Titans,,,28/03/2015,3,2015,,,,,,
1924,win,Newcastle,Penrith,,,28/03/2015,3,2015,,,,,,
1925,win,St George Illawarra,Manly Warringah,,,28/03/2015,3,2015,,,,,,
1926,win,Sydney,Canberra,,,29/03/2015,3,2015,,,,,,
1927,loose,Warriors,Brisbane,,,29/03/2015,3,2015,,,,,,
1928,win,North Queensland,Melbourne,,,30/03/2015,3,2015,,,,,,
1929,loose,Canterbury,South Sydney,,,3/04/2015,4,2015,,,,,,
1930,loose,Gold Coast Titans,Brisbane,,,3/04/2015,4,2015,,,,,,
1931,loose,Manly Warringah,Canberra,,,4/04/2015,4,2015,,,,,,
1932,loose,Newcastle,St George Illawarra,,,4/04/2015,4,2015,,,,,,
1934,win,Melbourne,Warriors,,,6/04/2015,4,2015,,,,,,
1935,loose,Parramatta,Wests Tigers,,,6/04/2015,4,2015,,,,,,
1936,loose,Penrith,North Queensland,,,6/04/2015,4,2015,,,,,,
1937,win,Brisbane,Sydney,,,10/04/2015,4,2015,,,,,,
1938,win,Cronulla,Newcastle,,,10/04/2015,4,2015,,,,,,
1939,loose,Parramatta,Gold Coast Titans,,,11/04/2015,4,2015,,,,,,
1940,win,Penrith,Manly Warringah,,,11/04/2015,4,2015,,,,,,
1941,win,Warriors,Wests Tigers,,,11/04/2015,4,2015,,,,,,
1942,loose,Canberra,Melbourne,,,12/04/2015,4,2015,,,,,,
1943,win,St George Illawarra,Canterbury,,,12/04/2015,4,2015,,,,,,
1944,loose,South Sydney,North Queensland,,,13/04/2015,4,2015,,,,,,
1945,win,Canterbury,Manly Warringah,,,17/04/2015,4,2015,,,,,,
1946,win,St George Illawarra,Brisbane,,,17/04/2015,4,2015,,,,,,
1947,win,Gold Coast Titans,Penrith,,,18/04/2015,4,2015,,,,,,
1948,win,Melbourne,Sydney,,,18/04/2015,4,2015,,,,,,
1949,win,North Queensland,Warriors,,,18/04/2015,4,2015,,,,,,
1950,loose,Newcastle,Parramatta,,,19/04/2015,4,2015,,,,,,
1951,loose,Wests Tigers,Canberra,,,19/04/2015,4,2015,,,,,,
1952,win,Cronulla,South Sydney,,,20/04/2015,4,2015,,,,,,
1953,loose,Canterbury,Wests Tigers,,,24/04/2015,4,2015,,,,,,
1954,win,Brisbane,Parramatta,,,25/04/2015,4,2015,,,,,,
1955,loose,Melbourne,Manly Warringah,,,25/04/2015,4,2015,,,,,,
1956,loose,Newcastle,North Queensland,,,25/04/2015,4,2015,,,,,,
1957,loose,Sydney,St George Illawarra,,,25/04/2015,4,2015,,,,,,
1958,loose,Warriors,Gold Coast Titans,,,25/04/2015,4,2015,,,,,,
1959,win,Penrith,Cronulla,,,26/04/2015,4,2015,,,,,,
1960,loose,South Sydney,Canberra,,,26/04/2015,4,2015,,,,,,
1961,win,Brisbane,Penrith,,,8/05/2015,5,2015,,,,,,
1962,win,Sydney,Wests Tigers,,,8/05/2015,5,2015,,,,,,
1963,win,Canberra,Gold Coast Titans,,,9/05/2015,5,2015,,,,,,
1964,loose,Cronulla,Warriors,,,9/05/2015,5,2015,,,,,,
1965,win,North Queensland,Canterbury,,,9/05/2015,5,2015,,,,,,
1966,win,Manly Warringah,Newcastle,,,10/05/2015,5,2015,,,,,,
1967,loose,Parramatta,Melbourne,,,10/05/2015,5,2015,,,,,,
1968,win,South Sydney,St George Illawarra,,,11/05/2015,5,2015,,,,,,
1969,loose,Canterbury,Sydney,,,15/05/2015,5,2015,,,,,,
1970,win,North Queensland,Brisbane,,,15/05/2015,5,2015,,,,,,
1971,loose,Gold Coast Titans,Cronulla,,,16/05/2015,5,2015,,,,,,
1972,win,Melbourne,South Sydney,,,16/05/2015,5,2015,,,,,,
1973,loose,Parramatta,Warriors,,,16/05/2015,5,2015,,,,,,
1974,win,Newcastle,Wests Tigers,,,17/05/2015,5,2015,,,,,,
1975,win,St George Illawarra,Canberra,,,17/05/2015,5,2015,,,,,,
1976,loose,Manly Warringah,Penrith,,,18/05/2015,5,2015,,,,,,
1977,win,South Sydney,Parramatta,,,22/05/2015,5,2015,,,,,,
1978,loose,Wests Tigers,North Queensland,,,23/05/2015,5,2015,,,,,,
1979,loose,Canberra,Canterbury,,,24/05/2015,5,2015,,,,,,
1980,loose,Newcastle,Brisbane,,,25/05/2015,5,2015,,,,,,
1981,loose,Penrith,Parramatta,,,29/05/2015,5,2015,,,,,,
1982,loose,Canberra,Brisbane,,,30/05/2015,5,2015,,,,,,
1983,loose,Gold Coast Titans,South Sydney,,,30/05/2015,5,2015,,,,,,
1984,win,North Queensland,Manly Warringah,,,30/05/2015,5,2015,,,,,,
1985,win,St George Illawarra,Cronulla,,,31/05/2015,5,2015,,,,,,
1986,win,Warriors,Newcastle,,,31/05/2015,5,2015,,,,,,
1987,win,Sydney,Melbourne,,,1/06/2015,6,2015,,,,,,
1988,win,Brisbane,Manly Warringah,,,5/06/2015,6,2015,,,,,,
1989,loose,Wests Tigers,Gold Coast Titans,,,5/06/2015,6,2015,,,,,,
1990,loose,Newcastle,Canberra,,,6/06/2015,6,2015,,,,,,
1991,loose,Penrith,Melbourne,,,6/06/2015,6,2015,,,,,,
1992,win,South Sydney,Warriors,,,6/06/2015,6,2015,,,,,,
1993,win,Cronulla,Sydney,,,7/06/2015,6,2015,,,,,,
1994,win,Canterbury,St George Illawarra,,,8/06/2015,6,2015,,,,,,
1995,loose,Parramatta,North Queensland,,,8/06/2015,6,2015,,,,,,
1996,win,Wests Tigers,South Sydney,,,12/06/2015,6,2015,,,,,,
1997,loose,Warriors,Sydney,,,13/06/2015,6,2015,,,,,,
1998,win,Gold Coast Titans,Canterbury,,,14/06/2015,6,2015,,,,,,
1999,loose,Melbourne,Parramatta,,,15/06/2015,6,2015,,,,,,
2000,win,Manly Warringah,Wests Tigers,,,19/06/2015,6,2015,,,,,,
2001,loose,Canberra,North Queensland,,,20/06/2015,6,2015,,,,,,
2002,win,Canterbury,Penrith,,,20/06/2015,6,2015,,,,,,
2003,loose,Gold Coast Titans,Warriors,,,20/06/2015,6,2015,,,,,,
2005,loose,Newcastle,Cronulla,,,21/06/2015,6,2015,,,,,,
2006,loose,St George Illawarra,Sydney,,,22/06/2015,6,2015,,,,,,
2007,win,Brisbane,Newcastle,,,26/06/2015,6,2015,,,,,,
2008,win,South Sydney,Manly Warringah,,,26/06/2015,6,2015,,,,,,
2009,loose,North Queensland,Cronulla,,,27/06/2015,6,2015,,,,,,
2010,win,Parramatta,St George Illawarra,,,27/06/2015,6,2015,,,,,,
2011,win,Warriors,Canberra,,,27/06/2015,6,2015,,,,,,
2012,win,Sydney,Gold Coast Titans,,,28/06/2015,6,2015,,,,,,
2013,loose,Wests Tigers,Penrith,,,28/06/2015,6,2015,,,,,,
2014,win,Canterbury,Melbourne,,,29/06/2015,6,2015,,,,,,
2015,win,Penrith,South Sydney,,,3/07/2015,7,2015,,,,,,
2016,loose,St George Illawarra,North Queensland,,,4/07/2015,7,2015,,,,,,
2017,win,Manly Warringah,Cronulla,,,5/07/2015,7,2015,,,,,,
2018,loose,Wests Tigers,Parramatta,,,6/07/2015,7,2015,,,,,,
2019,win,Canberra,Newcastle,,,10/07/2015,7,2015,,,,,,
2020,loose,Canterbury,Brisbane,,,11/07/2015,7,2015,,,,,,
2021,loose,Penrith,Sydney,,,11/07/2015,7,2015,,,,,,
2022,win,Cronulla,St George Illawarra,,,12/07/2015,7,2015,,,,,,
2023,win,Warriors,Melbourne,,,12/07/2015,7,2015,,,,,,
2024,loose,Gold Coast Titans,Manly Warringah,,,13/07/2015,7,2015,,,,,,
2025,win,Melbourne,Penrith,,,17/07/2015,7,2015,,,,,,
2026,loose,Parramatta,Canterbury,,,17/07/2015,7,2015,,,,,,
2027,loose,Canberra,Cronulla,,,18/07/2015,7,2015,,,,,,
2028,win,Newcastle,Gold Coast Titans,,,18/07/2015,7,2015,,,,,,
2029,loose,St George Illawarra,South Sydney,,,18/07/2015,7,2015,,,,,,
2030,win,Brisbane,Wests Tigers,,,19/07/2015,7,2015,,,,,,
2031,win,Sydney,Warriors,,,19/07/2015,7,2015,,,,,,
2032,loose,Manly Warringah,North Queensland,,,20/07/2015,7,2015,,,,,,
2033,win,Brisbane,Gold Coast Titans,,,24/07/2015,7,2015,,,,,,
2034,loose,Wests Tigers,Sydney,,,24/07/2015,7,2015,,,,,,
2035,win,Melbourne,St George Illawarra,,,25/07/2015,7,2015,,,,,,
2036,win,South Sydney,Newcastle,,,25/07/2015,7,2015,,,,,,
2037,loose,Warriors,Manly Warringah,,,25/07/2015,7,2015,,,,,,
2038,loose,Canterbury,Cronulla,,,26/07/2015,7,2015,,,,,,
2039,loose,Penrith,Canberra,,,26/07/2015,7,2015,,,,,,
2040,win,North Queensland,Parramatta,,,27/07/2015,7,2015,,,,,,
2041,win,Sydney,Canterbury,,,31/07/2015,7,2015,,,,,,
2042,win,Wests Tigers,Melbourne,,,31/07/2015,7,2015,,,,,,
2043,win,Manly Warringah,Brisbane,,,1/08/2015,8,2015,,,,,,
2044,win,North Queensland,Canberra,,,1/08/2015,8,2015,,,,,,
2045,loose,Warriors,Cronulla,,,1/08/2015,8,2015,,,,,,
2046,win,St George Illawarra,Newcastle,,,2/08/2015,8,2015,,,,,,
2047,win,South Sydney,Penrith,,,2/08/2015,8,2015,,,,,,
2048,win,Gold Coast Titans,Parramatta,,,3/08/2015,8,2015,,,,,,
2049,loose,Brisbane,Canterbury,,,7/08/2015,8,2015,,,,,,
2050,win,Manly Warringah,South Sydney,,,7/08/2015,8,2015,,,,,,
2051,win,Cronulla,North Queensland,,,8/08/2015,8,2015,,,,,,
2052,win,Parramatta,Penrith,,,8/08/2015,8,2015,,,,,,
2053,loose,Warriors,St George Illawarra,,,8/08/2015,8,2015,,,,,,
2054,win,Melbourne,Gold Coast Titans,,,9/08/2015,8,2015,,,,,,
2055,loose,Newcastle,Sydney,,,9/08/2015,8,2015,,,,,,
2056,loose,Canberra,Wests Tigers,,,10/08/2015,8,2015,,,,,,
2057,loose,North Queensland,South Sydney,,,13/08/2015,8,2015,,,,,,
2058,win,Brisbane,St George Illawarra,,,14/08/2015,8,2015,,,,,,
2059,win,Penrith,Warriors,,,15/08/2015,8,2015,,,,,,
2060,win,Sydney,Parramatta,,,15/08/2015,8,2015,,,,,,
2061,loose,Wests Tigers,Newcastle,,,15/08/2015,8,2015,,,,,,
2062,loose,Canberra,Manly Warringah,,,16/08/2015,8,2015,,,,,,
2063,win,Canterbury,Gold Coast Titans,,,16/08/2015,8,2015,,,,,,
2064,loose,Cronulla,Melbourne,,,17/08/2015,8,2015,,,,,,
2065,win,St George Illawarra,Penrith,,,20/08/2015,8,2015,,,,,,
2066,loose,South Sydney,Canterbury,,,21/08/2015,8,2015,,,,,,
2067,win,Cronulla,Wests Tigers,,,22/08/2015,8,2015,,,,,,
2068,win,Sydney,Brisbane,,,22/08/2015,8,2015,,,,,,
2069,loose,Warriors,North Queensland,,,22/08/2015,8,2015,,,,,,
2070,win,Gold Coast Titans,Canberra,,,23/08/2015,8,2015,,,,,,
2071,loose,Manly Warringah,Parramatta,,,23/08/2015,8,2015,,,,,,
2072,loose,Melbourne,Newcastle,,,24/08/2015,8,2015,,,,,,
2073,loose,South Sydney,Brisbane,,,27/08/2015,8,2015,,,,,,
2074,loose,Manly Warringah,Sydney,,,28/08/2015,8,2015,,,,,,
2075,win,Melbourne,North Queensland,,,29/08/2015,8,2015,,,,,,
2076,loose,Newcastle,Canterbury,,,29/08/2015,8,2015,,,,,,
2077,loose,Parramatta,Cronulla,,,29/08/2015,8,2015,,,,,,
2078,win,Gold Coast Titans,St George Illawarra,,,30/08/2015,8,2015,,,,,,
2079,win,Wests Tigers,Warriors,,,30/08/2015,8,2015,,,,,,
2080,win,Canberra,Penrith,,,31/08/2015,8,2015,,,,,,
2081,loose,Brisbane,Melbourne,,,3/09/2015,9,2015,,,,,,
2082,win,Sydney,South Sydney,,,4/09/2015,9,2015,,,,,,
2083,win,North Queensland,Gold Coast Titans,,,5/09/2015,9,2015,,,,,,
2084,win,Penrith,Newcastle,,,5/09/2015,9,2015,,,,,,
2085,win,St George Illawarra,Wests Tigers,,,5/09/2015,9,2015,,,,,,
2086,win,Canterbury,Warriors,,,6/09/2015,9,2015,,,,,,
2087,loose,Cronulla,Manly Warringah,,,6/09/2015,9,2015,,,,,,
2088,loose,Parramatta,Canberra,,,6/09/2015,9,2015,,,,,,
